x,y,xnorm
1028,45.19552148,0.349066214
1038,3.505468986,0.3524618
1007,31.38065727,0.341935484
1019,41.64372508,0.346010187
1025,24.07816947,0.348047538
982,35.37133768,0.33344652
987,32.80596507,0.335144312
996,17.55714054,0.33820034
1016,13.63596158,0.344991511
1011,12.72491376,0.343293718
967,35.62522368,0.328353141
1023,42.18640491,0.347368421
929,45.29508042,0.315449915
938,3.780802246,0.318505942
965,47.17815854,0.327674024
894,15.58616396,0.303565365
824,11.81602865,0.279796265
861,45.81468754,0.292359932
871,19.27383612,0.295755518
884,32.9629992,0.300169779
884,47.30819651,0.300169779
804,40.0012765,0.273005093
775,10.92480153,0.263157895
793,8.233706127,0.269269949
792,40.57718031,0.26893039
802,2.108131857,0.272325976
787,3.84707316,0.267232598
766,34.00127655,0.260101868
750,26.78863102,0.25466893
798,17.53476396,0.270967742
795,5.567736101,0.269949066
804,16.98099973,0.273005093
802,21.46755048,0.272325976
759,48.71343456,0.257724958
770,42.76474548,0.261460102
771,31.46685031,0.26179966
722,12.99204453,0.24516129
758,38.04921252,0.257385399
759,40.96256608,0.257724958
757,41.40245383,0.25704584
667,26.23215854,0.226485569
651,8.879804462,0.221052632
515,35.10913895,0.174872666
516,33.77167987,0.175212224
528,10.87425426,0.179286927
441,28.36206201,0.149745331
443,25.82006741,0.150424448
333,39.51465866,0.113073005
296,16.01487111,0.100509338
296,32.91554451,0.100509338
313,41.62688349,0.106281834
273,12.79769266,0.092699491
253,41.14454491,0.085908319
171,37.91238987,0.058064516
