x,xnorm,y
28,0.002371274,0.55987776
40,0.003387534,8.285738759
39,0.003302846,22.64216424
40,0.003387534,14.63151117
76,0.006436314,48.52609362
88,0.007452575,14.42487841
100,0.008468835,42.98621448
122,0.010331978,29.61331277
161,0.013634824,2.829904702
11782,0.997798103,15.26430606
11772,0.99695122,31.66475646
11719,0.992462737,23.63134402
11770,0.996781843,7.071206402
11808,1,34.51814346
11728,0.993224932,37.20400364
11622,0.984247967,24.0923503
11713,0.991954607,13.81645256
11669,0.98822832,9.431230893
11662,0.987635501,33.92111014
11672,0.988482385,31.77606167
11618,0.983909214,6.636647142
11618,0.983909214,3.796183521
11629,0.984840786,3.661583635
11536,0.97696477,40.03265391
11560,0.97899729,10.16583585
11563,0.979251355,15.12988042
11590,0.98153794,38.26309428
11595,0.981961382,39.13945046
11583,0.980945122,24.23957624
11571,0.979928862,24.44289511
11506,0.974424119,46.37098248
11530,0.97645664,46.90444187
11507,0.974508808,36.3712788
11542,0.9774729,36.60346498
11457,0.97027439,0.518457677
11440,0.968834688,45.89285373
11461,0.970613144,3.630892906
11458,0.970359079,4.899910337
11550,0.978150407,10.73238541
11472,0.971544715,48.61867946
11468,0.971205962,49.22826334
11463,0.97078252,45.37550595
11548,0.97798103,17.64076564
11485,0.972645664,37.42976722
11487,0.972815041,13.1781346
11488,0.972899729,10.50004215
11485,0.972645664,11.50092501
11481,0.972306911,8.600311222
11477,0.971968157,14.45517983
11551,0.978235095,6.311532185
11538,0.977134146,32.36241257
11542,0.9774729,31.40891444
11543,0.977557588,33.32281883
11546,0.977811653,43.49843538
11544,0.977642276,17.23053767
11580,0.980691057,45.15971341
11549,0.978065718,28.70635249
11550,0.978150407,36.32860146
11501,0.974000678,30.61144266
11427,0.96773374,4.120622327
11424,0.967479675,5.987948613
11427,0.96773374,5.767270833
11412,0.966463415,43.34410247
11424,0.967479675,47.83307233
11477,0.971968157,6.496608243
11493,0.973323171,33.43890882
11548,0.97798103,43.2334761
11438,0.968665312,8.846510366
11414,0.966632791,10.51679209
11416,0.966802168,5.475871329
11491,0.973153794,40.02037244
11546,0.977811653,50.00153321
11464,0.970867209,16.42637233
11486,0.972730352,1.025206208
11492,0.973238482,3.284332095
11562,0.979166667,18.90200795
11420,0.967140921,15.29277986
11447,0.969427507,20.08181195
11459,0.970443767,46.58898239
11469,0.97129065,47.37776436
11467,0.971121274,50.00035179
11482,0.972391599,1.866680294
11556,0.978658537,16.1544911
11477,0.971968157,27.61211385
11430,0.967987805,43.40144505
11393,0.964854336,13.60276295
11354,0.961551491,12.1102861
11386,0.964261518,22.13418665
11409,0.96620935,25.85679833
11388,0.964430894,30.51112828
11385,0.964176829,32.45012219
11377,0.963499322,4.666234308
11432,0.968157182,36.45268418
11435,0.968411247,34.48127426
11433,0.96824187,30.09658061
11389,0.964515583,8.583396878
11348,0.96104336,22.73616731
11357,0.961805556,42.89866493
11513,0.975016938,22.45047564
11415,0.96671748,48.55230909
11397,0.965193089,42.25365083
11332,0.959688347,32.25486315
11352,0.961382114,29.66939698
11327,0.959264905,22.09168609
11338,0.960196477,41.57679392
11337,0.960111789,48.03728093
11370,0.962906504,24.71879172
11343,0.960619919,0.542448036
11343,0.960619919,17.84384813
11353,0.961466802,50.00050838
11318,0.95850271,40.26379641
11360,0.962059621,11.35116891
11339,0.960281165,15.86818259
11422,0.967310298,11.14002024
11383,0.964007453,25.8238627
11321,0.958756775,23.45410175
11391,0.964684959,34.04944992
11459,0.970443767,48.40311584
11346,0.960873984,29.00943518
11361,0.962144309,50.00033246
11446,0.969342818,49.99985699
11304,0.957317073,49.99988124
11304,0.957317073,21.54063155
11302,0.957147696,1.19886077
11308,0.957655827,30.9015422
11302,0.957147696,9.788785653
11276,0.954945799,30.46115852
11282,0.95545393,24.93709162
11270,0.954437669,5.585807171
11254,0.953082656,46.26983595
11258,0.953421409,1.781193894
11254,0.953082656,10.24381594
11351,0.961297425,38.55327011
11278,0.955115176,18.96558683
11367,0.962652439,5.682507642
11236,0.951558266,24.22483216
11265,0.954014228,30.98150516
11237,0.951642954,34.01764279
11234,0.951388889,5.615824377
11242,0.952066396,26.15040234
11354,0.961551491,50.00060951
11259,0.953506098,11.11770341
11295,0.956554878,43.53412588
11248,0.952574526,4.824044176
11310,0.957825203,9.857843965
11331,0.959603659,0.498067415
