x,y2,xnorm
85,11.53806145,0.013056836
73,33.60724188,0.011213518
80,33.05332016,0.012288786
78,22.62969566,0.011981567
77,21.2373807,0.011827957
123,33.35403278,0.018894009
108,4.280384346,0.016589862
88,11.71105758,0.013517665
231,13.19947273,0.035483871
232,35.62852244,0.035637481
221,41.71450443,0.033947773
247,20.14871142,0.037941628
254,43.54181331,0.039016897
264,21.48875817,0.040552995
295,37.74267857,0.0453149
292,32.60468277,0.044854071
290,28.15492132,0.044546851
282,32.79623628,0.043317972
294,18.92339686,0.04516129
314,29.60396951,0.048233487
379,19.6464704,0.058218126
373,37.54551869,0.057296467
385,27.76431139,0.059139785
446,29.58554174,0.068509985
477,21.60553741,0.073271889
474,17.58845943,0.07281106
517,1.01145361,0.079416283
526,10.27763931,0.080798771
536,19.19122986,0.082334869
598,25.59631838,0.091858679
578,44.57775582,0.088786482
596,45.29068821,0.091551459
699,15.21468923,0.107373272
775,35.90144705,0.119047619
804,9.179937246,0.123502304
799,2.410183254,0.122734255
843,6.263098574,0.129493088
899,10.81079263,0.138095238
935,20.90613028,0.143625192
929,23.13951439,0.142703533
929,13.27841881,0.142703533
935,48.50750108,0.143625192
928,35.51548847,0.142549923
973,32.01039943,0.149462366
963,40.5934434,0.147926267
964,30.6555232,0.148079877
969,23.8142503,0.148847926
961,1.269508675,0.147619048
975,23.28777863,0.149769585
986,21.39685368,0.151459293
992,9.102489137,0.152380952
977,14.79930623,0.150076805
981,46.91179442,0.150691244
1002,6.974879695,0.153917051
1052,1.813898565,0.161597542
1051,11.85745091,0.161443932
1086,46.22967776,0.166820276
1075,34.37338332,0.165130568
1096,36.57347376,0.168356375
1101,47.15762665,0.169124424
1128,29.49328486,0.173271889
1075,40.46317791,0.165130568
1083,28.37723848,0.166359447
1098,7.820779511,0.168663594
1096,8.915030637,0.168356375
1089,11.65148135,0.167281106
1114,48.3458425,0.171121352
1134,11.38223997,0.174193548
1133,8.468060841,0.174039939
1142,5.087987703,0.175422427
1144,25.70573853,0.175729647
1117,42.64753734,0.171582181
1155,41.9693081,0.177419355
1161,42.85917122,0.178341014
1182,47.52334128,0.18156682
1176,38.70706537,0.180645161
1195,47.88621443,0.183563748
1194,45.46142057,0.183410138
1214,12.58189094,0.186482335
1207,0.903479437,0.185407066
1215,14.67764168,0.186635945
1213,16.38003703,0.186328725
1245,16.93338678,0.19124424
1241,26.83728651,0.1906298
1236,33.29636999,0.189861751
1210,45.78196887,0.185867896
1264,13.57032483,0.194162826
1305,2.455816363,0.200460829
1300,5.172826134,0.19969278
1315,11.33832622,0.201996928
1359,21.15257597,0.20875576
1364,5.9059759,0.20952381
1400,36.69046224,0.215053763
1421,19.13114896,0.21827957
1436,2.697695777,0.220583717
1450,38.3992226,0.222734255
1485,7.528316529,0.228110599
1484,37.89914142,0.227956989
1481,44.27053414,0.22749616
1566,19.86424201,0.240552995
1623,23.93151171,0.249308756
1684,0.369160556,0.258678955
1689,22.9588644,0.259447005
1691,20.41475218,0.259754224
1693,20.5763263,0.260061444
1710,49.17507991,0.262672811
1719,9.276412274,0.2640553
1755,24.86118274,0.269585253
1775,18.43319196,0.27265745
1787,5.312180519,0.274500768
1824,30.71946926,0.280184332
1845,28.07704213,0.283410138
1872,19.17332842,0.287557604
1868,46.5920139,0.286943164
1896,11.1211536,0.29124424
1900,22.20657254,0.291858679
1859,14.37401703,0.285560676
1934,31.71129368,0.297081413
1978,3.334773706,0.303840246
1980,11.37164711,0.304147465
1844,4.872286391,0.283256528
1846,2.268818991,0.283563748
1975,11.91628141,0.303379416
1988,37.83411091,0.305376344
1974,43.75557531,0.303225806
2079,18.76444796,0.319354839
2074,17.2788377,0.31858679
2061,30.16784637,0.316589862
2085,1.134924948,0.320276498
2054,12.35641276,0.315514593
2108,4.879162857,0.323809524
2084,37.43462646,0.320122888
2079,42.69995008,0.319354839
2105,2.414291729,0.323348694
2026,11.67870754,0.311213518
2144,35.26776086,0.329339478
2140,45.73221359,0.328725038
2146,45.50846885,0.329646697
2146,42.73140221,0.329646697
2192,31.1593626,0.33671275
2185,3.255693733,0.335637481
2245,31.60856326,0.344854071
2316,42.14182542,0.355760369
2308,40.83012035,0.35453149
2321,17.87575002,0.356528418
2366,26.00863993,0.36344086
2348,32.89728497,0.360675883
2351,32.9763239,0.361136713
2365,30.94972731,0.36328725
2373,36.29010118,0.364516129
2405,34.36695173,0.369431644
2581,35.23512249,0.396466974
2606,36.47159867,0.40030722
2627,20.57048986,0.403533026
2623,48.91684992,0.402918587
2669,2.32806265,0.409984639
2695,46.92500895,0.413978495
2691,36.10420729,0.413364055
2706,13.97220955,0.415668203
2718,24.22003037,0.417511521
2710,7.624383703,0.416282642
2716,49.7128973,0.417204301
2734,22.99465044,0.419969278
2768,30.71837889,0.425192012
2780,35.11539642,0.42703533
2755,43.60171096,0.423195084
2756,11.57896788,0.423348694
2812,18.01544621,0.431950845
2826,32.48948389,0.434101382
2826,30.50368526,0.434101382
2852,47.36507811,0.438095238
2864,20.20093385,0.439938556
2869,46.34549845,0.440706605
2985,18.99001354,0.458525346
3086,30.34246573,0.474039939
3097,25.567196,0.475729647
3107,35.0868797,0.477265745
3127,1.331056207,0.480337942
3130,22.79153223,0.480798771
3145,7.83415947,0.483102919
3169,20.09383683,0.486789555
3198,25.25345513,0.49124424
3265,16.8642783,0.501536098
3230,48.63160056,0.496159754
3297,12.1058432,0.506451613
3324,2.972053592,0.510599078
3348,43.75321204,0.514285714
3342,4.419710981,0.513364055
3342,37.32950139,0.513364055
3347,32.31772597,0.514132104
3334,13.35583202,0.512135177
3376,33.09439068,0.51858679
3392,36.02612641,0.521044547
3463,18.97058545,0.531950845
3457,29.53808874,0.531029186
3497,46.5856482,0.537173579
3520,19.87128423,0.540706605
3519,21.70612991,0.540552995
3495,10.88849792,0.536866359
3503,41.96485499,0.538095238
3530,9.293111861,0.542242704
3541,15.62401688,0.543932412
3537,18.973986,0.543317972
3594,34.73933094,0.552073733
3563,14.0542658,0.547311828
3557,29.95271025,0.546390169
3610,0.623524849,0.55453149
3602,6.545683656,0.553302611
3622,38.86668909,0.556374808
3656,45.72955418,0.561597542
3631,41.2317983,0.557757296
3608,31.74073772,0.55422427
3607,45.90569842,0.554070661
3660,49.61666647,0.562211982
3676,24.44556456,0.564669739
3690,47.7577556,0.566820276
3722,34.39219304,0.571735791
3665,8.162361848,0.562980031
3705,43.3750086,0.569124424
3788,46.8962751,0.58187404
3786,1.074617902,0.58156682
3811,3.289973856,0.585407066
3825,27.76258813,0.587557604
3788,25.12092574,0.58187404
3836,20.60602204,0.589247312
3867,2.808909169,0.594009217
3881,33.11276742,0.596159754
3936,47.34997167,0.604608295
3913,2.18086777,0.601075269
3958,5.075168054,0.607987711
3948,8.696923517,0.606451613
3987,24.49298664,0.612442396
3995,9.72701085,0.613671275
4020,19.28987768,0.617511521
4033,15.50306908,0.619508449
4060,31.37019757,0.623655914
4058,29.11293157,0.623348694
4031,49.06886646,0.619201229
4061,20.9921022,0.623809524
4065,20.63396,0.624423963
4064,5.319540634,0.624270353
4102,50.48753761,0.630107527
4116,10.69089615,0.632258065
4122,1.980269615,0.633179724
4101,0.86428615,0.629953917
4122,34.16026567,0.633179724
4116,47.71208467,0.632258065
4139,42.36925434,0.635791091
4160,10.66976016,0.639016897
4188,23.70544471,0.643317972
4173,30.61385785,0.641013825
4194,44.42204689,0.644239631
4193,5.210412944,0.644086022
4178,2.884217673,0.641781874
4218,25.89971684,0.647926267
4239,34.39904125,0.651152074
4237,16.79026613,0.650844854
4242,22.141789,0.651612903
4256,18.61916553,0.653763441
4286,23.18762129,0.658371736
4313,8.864694024,0.662519201
4296,26.70029537,0.659907834
4337,15.66937106,0.666205837
4328,25.09530885,0.664823349
4333,46.00320132,0.665591398
4343,29.35711432,0.667127496
4345,21.58190883,0.667434716
4347,3.475447035,0.667741935
4368,44.08764455,0.670967742
4346,45.94625564,0.667588326
4420,18.37391985,0.678955453
4386,43.54502048,0.673732719
4404,32.64148882,0.676497696
4398,23.62797135,0.675576037
4417,25.29024987,0.678494624
4433,37.55796405,0.680952381
4433,31.95817682,0.680952381
4474,10.66620667,0.687250384
4499,0.721689371,0.69109063
4500,1.523262551,0.69124424
4501,39.09559351,0.691397849
4520,45.0497011,0.694316436
4531,29.32446264,0.696006144
4528,40.57510981,0.695545315
4553,21.84161213,0.699385561
4547,19.56607033,0.698463902
4548,42.13272795,0.698617512
4577,25.40241868,0.703072197
4626,25.94232445,0.710599078
4652,35.96047147,0.714592934
4662,13.45683045,0.716129032
4703,5.285556446,0.722427035
4704,46.2354547,0.722580645
4725,1.899260791,0.725806452
4730,12.30817561,0.726574501
4805,32.526695,0.738095238
4816,17.91483554,0.739784946
4840,7.371437936,0.743471582
4823,21.67449956,0.740860215
4857,45.01187657,0.746082949
4877,8.040439898,0.749155146
4881,33.93042211,0.749769585
4899,45.30624921,0.752534562
4910,37.79159039,0.75422427
4911,31.78024335,0.75437788
4941,9.463981277,0.758986175
4942,3.635339503,0.759139785
4894,48.34799666,0.751766513
4968,10.87079987,0.763133641
4959,1.347904276,0.761751152
4951,7.942887651,0.760522273
4961,26.36717744,0.762058372
5029,8.606371721,0.77250384
5120,0.22789138,0.786482335
5111,5.028549516,0.785099846
5175,33.96386893,0.794930876
5192,35.6000735,0.797542243
5205,29.78103968,0.799539171
5221,3.266567276,0.801996928
5224,36.57012243,0.802457757
5262,37.91379137,0.808294931
5273,32.0627084,0.809984639
5276,44.17080465,0.810445469
5342,7.719434755,0.820583717
5346,12.18806342,0.821198157
5367,35.23200297,0.824423963
5404,43.75478181,0.830107527
5468,4.208659917,0.839938556
5467,30.12849346,0.839784946
5462,35.46767645,0.839016897
5458,23.07837194,0.838402458
