x,y2,xnorm
4503,17.92121551,0.971521036
4463,35.91950437,0.962891046
4635,24.59111115,1
4634,18.13293308,0.99978425
4632,14.7527291,0.999352751
4632,7.526383295,0.999352751
4629,29.05345051,0.998705502
4616,10.46641787,0.995900755
4619,5.964421912,0.996548004
4624,6.283899414,0.997626753
4621,20.17914548,0.996979504
4630,25.05901305,0.998921251
4607,21.72218593,0.993959008
4609,21.14500863,0.994390507
4603,33.12346929,0.993096009
4609,8.927492867,0.994390507
4592,18.40632394,0.990722762
4555,36.78102072,0.982740022
4535,21.96475673,0.978425027
4554,46.36600447,0.982524272
4585,12.47826178,0.989212513
4535,15.68190725,0.978425027
4530,18.72226068,0.977346278
4540,2.175698704,0.979503776
4482,25.86079029,0.966990291
4466,4.049125121,0.963538296
4491,39.24356524,0.968932039
4423,2.62899116,0.954261057
4429,20.62902439,0.955555556
4405,41.84755642,0.950377562
4394,37.29119079,0.948004315
4404,21.79562681,0.950161812
4358,35.98431861,0.940237325
4320,16.73067762,0.932038835
4287,13.72837261,0.924919094
4286,42.06159585,0.924703344
4283,49.09368387,0.924056095
4291,11.03876995,0.925782093
4275,19.23035997,0.922330097
4268,44.18005543,0.920819849
4274,30.88073575,0.922114347
4275,42.25776668,0.922330097
4230,9.574101633,0.912621359
4179,41.13173007,0.901618123
4107,26.17875445,0.886084142
3987,27.19801562,0.860194175
3997,26.63696599,0.862351672
3984,4.260067036,0.859546926
3972,7.210604159,0.856957929
3982,20.28217074,0.859115426
3963,28.87376529,0.855016181
3935,10.90196473,0.848975189
3934,14.24236343,0.848759439
4498,22.02835343,0.970442287
3699,34.29037213,0.798058252
3679,9.565428906,0.793743258
3678,6.02377738,0.793527508
3667,20.25057526,0.791154261
3595,21.60688755,0.77562028
3519,14.44941965,0.759223301
3486,24.5950387,0.75210356
3458,30.45710143,0.746062567
3424,26.14004702,0.738727077
3393,46.30771323,0.732038835
3418,33.70782533,0.737432578
3351,10.12829443,0.722977346
3310,23.58195431,0.714131607
3316,30.5684933,0.715426106
3288,25.76048436,0.709385113
3238,36.90911107,0.698597627
3235,30.05042291,0.697950378
3137,24.30810229,0.676806904
3148,27.11528352,0.679180151
3069,41.99030982,0.662135922
3058,38.13205761,0.659762675
3122,41.82831312,0.673570658
3065,27.66470822,0.661272923
3051,20.34127091,0.658252427
3001,49.75702287,0.647464941
2841,5.852460682,0.612944984
2801,17.74948745,0.604314995
2754,18.87898377,0.594174757
2733,0.551895087,0.589644013
2773,3.240455946,0.598274002
2737,17.44245315,0.590507012
2661,5.442335009,0.574110032
2496,15.00681326,0.538511327
2484,39.59632219,0.53592233
2254,48.58015124,0.486299892
2240,34.4998237,0.483279396
2154,5.07498353,0.464724919
2154,23.47475428,0.464724919
2157,9.086447805,0.465372168
2161,3.80824196,0.466235167
2146,13.55533722,0.462998921
2148,33.30974064,0.463430421
2145,42.07774605,0.462783172
2194,13.26907705,0.473354908
2172,19.88786009,0.468608414
2176,28.04945603,0.469471413
2173,23.42255904,0.468824164
2179,32.00832213,0.470118662
2168,32.27629068,0.467745415
2183,43.96293064,0.470981661
2164,15.89285314,0.466882416
2182,23.33648728,0.470765912
2172,9.61599153,0.468608414
2154,19.75275747,0.464724919
2074,17.06571142,0.447464941
2026,43.06712808,0.437108954
2007,42.75892159,0.433009709
2041,25.03627314,0.4403452
2273,48.91534967,0.490399137
1443,42.49605614,0.311326861
1437,4.499115427,0.310032362
1407,18.15379094,0.303559871
1377,1.529346126,0.297087379
1406,14.14285793,0.303344121
876,22.79574434,0.188996764
773,7.155150405,0.166774542
809,25.50648541,0.174541532
815,31.22381999,0.17583603
853,19.11059316,0.18403452
639,39.4362533,0.137864078
633,22.18326975,0.136569579
624,3.46360446,0.134627832
615,9.402930614,0.132686084
606,41.83396916,0.130744337
599,34.20137121,0.129234088
572,43.60471625,0.123408846
492,4.898234403,0.106148867
448,30.02801266,0.096655879
448,5.191022659,0.096655879
387,4.107159576,0.083495146
382,4.22455831,0.082416397
295,22.92824993,0.06364617
111,9.362372293,0.02394822
107,37.31140213,0.023085221
122,12.43689427,0.026321467
148,15.4723948,0.03193096
200,23.0350805,0.043149946
225,10.45579124,0.048543689
381,26.31851286,0.082200647
413,25.03587232,0.089104639
404,37.47574439,0.087162891
454,32.41521417,0.097950378
458,5.78877411,0.098813376
480,5.145446594,0.103559871
474,27.92863619,0.102265372
518,48.34875075,0.11175836
551,23.48037263,0.118878101
566,4.258559669,0.122114347
572,28.95573951,0.123408846
597,9.77865295,0.128802589
599,28.97769568,0.129234088
609,39.51381475,0.131391586
603,14.92049402,0.130097087
588,37.01987336,0.126860841
555,6.584997799,0.1197411
705,45.19587122,0.15210356
662,28.54838122,0.142826321
655,45.69487828,0.141316073
677,17.9981702,0.146062567
736,39.71911273,0.158791802
737,48.86335411,0.159007551
707,10.08948767,0.152535059
638,27.70382085,0.137648328
641,28.53421942,0.138295577
729,35.77302564,0.157281553
757,19.76612958,0.163322546
801,32.22851221,0.172815534
720,47.23350963,0.155339806
800,23.85140567,0.172599784
852,39.01700956,0.18381877
888,17.27232682,0.191585761
1516,14.33503388,0.327076591
1555,41.20827238,0.335490831
1617,16.67385358,0.348867314
2188,12.74377081,0.47206041
2204,4.185690178,0.475512406
2748,36.51700616,0.592880259
2755,22.22887239,0.594390507
2795,7.917549251,0.603020496
2884,23.60225327,0.622222222
2925,20.61413735,0.631067961
2942,31.89599276,0.634735707
2898,27.6124769,0.625242718
2957,37.51397627,0.637971953
3062,5.621279964,0.660625674
3144,1.546997482,0.678317152
3223,42.93676632,0.695361381
3254,38.15129926,0.702049622
3327,11.93338417,0.717799353
3376,18.31716029,0.72837109
3373,10.5870561,0.72772384
3352,19.65513101,0.723193096
3510,11.80096889,0.757281553
3541,42.06521419,0.763969795
3519,3.009309769,0.759223301
3544,32.26633208,0.764617044
3546,42.11592678,0.765048544
3543,8.460843725,0.764401294
3653,22.23804253,0.788133765
3820,2.967831303,0.82416397
4039,8.794871179,0.871413161
4046,7.54592654,0.872923409
4039,3.910214777,0.871413161
4090,7.268630442,0.882416397
4384,12.82919818,0.945846818
