x,xnorm,y
7,0.001436782,13.82082777
238,0.048850575,12.07581549
24,0.004926108,48.54901951
236,0.048440066,41.62792522
1330,0.272988506,38.70486935
1360,0.279146141,27.29504226
1591,0.326559934,0.250307701
1738,0.356732348,27.54858919
1906,0.391215107,46.43356066
2530,0.519293924,32.93017264
2838,0.582512315,31.95781276
2864,0.587848933,34.10600581
3179,0.652504105,42.47815589
3221,0.661124795,0.527642959
3218,0.660509031,32.49216721
3353,0.688218391,20.67145509
3355,0.6886289,17.51780826
3477,0.713669951,34.87631076
3484,0.715106732,40.67754914
3486,0.715517241,27.14493078
3658,0.750821018,36.93145132
3707,0.760878489,5.971263921
3773,0.774425287,14.65129945
3881,0.796592775,1.322709457
3933,0.80726601,17.05141685
3949,0.810550082,39.8014888
3926,0.805829228,22.48710117
3947,0.810139573,29.44052157
3947,0.810139573,31.82830789
3923,0.805213465,13.61629469
3886,0.797619048,37.53346556
3956,0.811986864,50.0002002
3987,0.818349754,8.251624783
4064,0.834154351,35.40176213
4137,0.849137931,44.07263834
4210,0.864121511,15.05277808
4333,0.889367816,26.7115146
4343,0.891420361,35.22629237
4397,0.902504105,3.531129585
4381,0.899220033,24.97005824
4422,0.907635468,21.47340192
4522,0.92816092,34.75607165
4514,0.926518883,37.4956846
4521,0.927955665,38.02335864
4535,0.930829228,31.0059403
4531,0.93000821,31.82309298
4546,0.933087028,42.55351784
4558,0.935550082,32.83893456
4575,0.939039409,16.24019702
4600,0.944170772,5.97834911
4565,0.936986864,30.73175689
4584,0.9408867,40.52452789
4607,0.945607553,43.06124357
4606,0.945402299,44.49555958
4604,0.94499179,48.35065018
4585,0.941091954,49.27582461
4587,0.941502463,48.21369119
4577,0.939449918,27.18543808
4539,0.931650246,42.82488014
4567,0.937397373,29.47458851
4572,0.938423645,48.11649892
4596,0.943349754,3.742602526
4587,0.941502463,32.62102898
4588,0.941707718,33.59279768
4594,0.942939245,49.2950399
4597,0.943555008,46.16027827
4613,0.94683908,41.64104846
4614,0.947044335,42.40148596
4622,0.948686371,45.80540278
4627,0.949712644,40.95847431
4611,0.946428571,16.4620312
4608,0.945812808,16.33323562
4611,0.946428571,17.51740599
4610,0.946223317,11.30668718
4612,0.946633826,6.482037819
4619,0.948070608,22.95798016
4631,0.950533662,23.70405096
4636,0.951559934,25.34315651
4651,0.954638752,39.21590564
4647,0.953817734,29.63181908
4656,0.955665025,30.68806679
4627,0.949712644,4.786233367
4632,0.950738916,2.793651929
4628,0.949917898,2.868643631
4628,0.949917898,0.607433224
4631,0.950533662,0.752304504
4627,0.949712644,17.16799409
4629,0.950123153,20.85966009
4619,0.948070608,5.649338249
4622,0.948686371,1.404812572
4617,0.947660099,28.65572992
4647,0.953817734,1.247263668
4649,0.954228243,11.56069831
4657,0.955870279,10.43379786
4652,0.954844007,7.221277992
4657,0.955870279,6.874638597
4640,0.952380952,0.975630059
4661,0.956691297,22.88868623
4662,0.956896552,21.61166519
4664,0.957307061,19.57287331
4656,0.955665025,17.61523717
4648,0.954022989,15.04863194
4638,0.951970443,17.8328637
4644,0.95320197,40.11150577
4672,0.958949097,14.6661165
4666,0.95771757,8.193581794
4670,0.958538588,15.03353944
4675,0.95956486,6.100704506
4663,0.957101806,25.81211258
4681,0.960796388,42.91756061
4676,0.959770115,8.811674172
4670,0.958538588,2.785051042
4680,0.960591133,6.019548766
4670,0.958538588,6.547934455
4666,0.95771757,24.36140553
4675,0.95956486,45.20714777
4681,0.960796388,47.61932247
4691,0.962848933,38.63040129
4696,0.963875205,44.45758312
4707,0.966133005,26.80814285
4695,0.963669951,11.54831166
4724,0.969622332,13.09889299
4683,0.961206897,27.53533906
4732,0.971264368,48.46816903
4714,0.967569787,44.9290972
4743,0.973522167,23.54748183
4725,0.969827586,39.57552775
4732,0.971264368,34.85021012
4755,0.975985222,40.6157945
4755,0.975985222,38.13804494
4765,0.978037767,35.2667132
4783,0.981732348,23.75882366
4772,0.979474548,31.13921961
4773,0.979679803,39.67093657
4772,0.979474548,39.23208725
