x,xnorm,y
10,0.000932662,31.41732865
143,0.013337064,47.66129051
157,0.014642791,42.79869
193,0.018000373,40.43372178
204,0.019026301,21.78379101
426,0.039731393,42.65499119
423,0.039451595,16.69397503
493,0.045980228,46.73337886
518,0.048311882,29.30959058
532,0.049617609,20.30502014
608,0.056705838,43.60282737
753,0.070229435,37.51019795
1006,0.093825779,27.5980779
1011,0.09429211,48.54589439
1028,0.095877635,0.558331627
1060,0.098862153,33.56238667
1137,0.106043649,20.11444215
1146,0.106883044,1.308710085
1150,0.107256109,14.95522171
1272,0.118634583,12.6444516
1719,0.160324566,45.8812848
1774,0.165454206,15.60227893
1784,0.166386868,27.73928624
1923,0.179350867,37.83817509
1970,0.183734378,11.39743559
2032,0.189516881,15.28330933
2157,0.201175154,41.84289952
2398,0.223652304,21.02540419
2714,0.253124417,17.48821165
2791,0.260305913,17.48084659
2821,0.263103899,15.9766375
2884,0.268979668,24.5199191
2942,0.274389107,28.47249425
3002,0.279985077,38.18253381
3050,0.284461854,35.8627957
3135,0.29238948,25.30999619
3131,0.292016415,30.15862288
3239,0.302089162,43.6486021
3277,0.305633277,32.97302347
3317,0.309363925,28.40473736
3487,0.325219176,18.39815861
3936,0.367095691,4.957509277
3995,0.372598396,0.394331769
4663,0.434900205,28.80602427
5375,0.501305727,4.053813496
5435,0.506901697,15.87493157
5467,0.509886215,16.86356455
5510,0.513896661,42.08360441
5590,0.521357956,42.6239852
5620,0.524155941,17.61602193
5702,0.531803768,46.91714411
6143,0.572934154,12.0053645
6258,0.583659765,31.11187975
6352,0.592426786,36.26636342
6758,0.630292856,12.19177359
6846,0.63850028,44.24489532
7918,0.738481627,45.34379682
7921,0.738761425,46.03929634
7929,0.739507555,23.34156735
7936,0.740160418,48.12889818
7936,0.740160418,11.27625392
7969,0.743238202,32.66142523
7949,0.741372878,29.61683174
7982,0.744450662,46.88086067
8064,0.752098489,20.31480843
8062,0.751911957,19.32073877
8063,0.752005223,26.29001018
8071,0.752751352,48.20436452
8098,0.755269539,48.62945389
8143,0.759466517,3.501837941
8150,0.760119381,11.09863627
8198,0.764596157,40.73536109
8413,0.784648386,6.249781064
8417,0.785021451,5.096986655
8396,0.783062861,20.90144436
8441,0.78725984,38.05291793
8467,0.78968476,17.40642399
8482,0.791083753,39.21677492
8503,0.793042343,36.12563156
8546,0.797052789,20.24404924
8545,0.796959522,28.85845121
8592,0.801343033,17.89511273
8608,0.802835292,21.90585111
9435,0.879966424,40.27243754
9650,0.900018653,36.51433529
9734,0.907853012,31.58534546
9733,0.907759746,38.469299
9873,0.920817012,25.38388352
10369,0.967077038,41.97774926
10457,0.975284462,20.24967296
10493,0.978642044,3.581364333
10507,0.979947771,25.52428776
10527,0.981813095,5.632393063
10640,0.992352173,36.05689107
10656,0.993844432,36.56732954
91,0.008487223,33.77449093
77,0.007181496,29.02213522
129,0.012031337,18.1810099
109,0.010166014,47.15361826
115,0.010725611,38.21259826
108,0.010072748,8.069200982
111,0.010352546,50.00148922
117,0.010912143,6.58207357
100,0.009326618,30.85451657
107,0.009979481,26.96946154
108,0.010072748,25.10357022
108,0.010072748,20.28692009
124,0.011565007,11.39743633
138,0.012870733,48.77823734
172,0.016041783,42.32300132
196,0.018280172,47.47405256
204,0.019026301,41.97274749
247,0.023036747,21.65940792
224,0.020891625,32.34748854
233,0.02173102,2.895609144
235,0.021917553,3.096388074
287,0.026767394,21.32923362
310,0.028912516,3.171624987
363,0.033855624,50.00176323
362,0.033762358,23.80674302
407,0.037959336,6.887586367
431,0.040197724,19.1004669
443,0.041316918,12.73972204
444,0.041410185,14.81936569
796,0.074239881,46.72702
990,0.09233352,26.75115272
1086,0.101287073,34.41085138
1074,0.100167879,3.144850818
1148,0.107069577,40.94071869
1263,0.117795187,47.07074734
1412,0.131691849,8.800579602
1426,0.132997575,40.72829507
1415,0.131971647,44.49498605
1460,0.136168625,3.313001896
1472,0.137287819,9.083628211
1539,0.143536654,25.81123258
1669,0.155661257,14.74056053
1717,0.160138034,2.687476212
1761,0.164241746,45.76919329
1989,0.185506435,43.98696187
2089,0.194833054,50.00091947
2092,0.195112852,50.00079563
2062,0.192314867,30.06592439
2142,0.199776161,40.11767992
2187,0.203973139,39.95286188
2554,0.238201828,27.45299709
2540,0.236896101,16.27969228
2622,0.244543928,18.41979954
2670,0.249020705,18.72192754
2825,0.263476963,29.27549049
3096,0.288752098,30.4088391
3208,0.299197911,30.04415734
3286,0.306472673,39.20234014
3307,0.308431263,4.46477113
3431,0.319996269,24.6829987
3909,0.364577504,7.21627762
4690,0.437418392,45.99645241
4768,0.444693154,6.20829264
5651,0.527047193,34.60175643
5731,0.534508487,38.98491593
7923,0.738947957,25.109858
8042,0.750046633,17.30232699
8020,0.747994777,27.6019134
8067,0.752378288,0.700578695
8065,0.752191755,21.74845032
8061,0.751818691,13.3298512
8060,0.751725424,6.176747619
8064,0.752098489,7.047869171
8082,0.75377728,47.96472109
8085,0.754057079,46.57155601
8173,0.762264503,31.30705377
8174,0.762357769,25.71562795
8256,0.770005596,29.46191159
8330,0.776907293,41.98768044
8335,0.777373624,32.14144156
8447,0.787819437,3.751792976
8483,0.791177019,42.32909817
8540,0.796493192,43.065394
10549,0.983864951,29.45794317
10678,0.995896288,13.18940301
10706,0.998507741,40.71121758
10722,1,4.720255813
